LoanID,StringID,Product,CustomerGender,Location,Region,TotalPrice,StartDate,Deposit,DailyRate,TotalDaysYr,AmtPaid36,AmtPaid60,AmtPaid360,LoanStatus
503,LoanID_503,Product B,Male,Location 589,Region 4,16300,07/04/2018,2200,45,365,3501,4526,17600,Finished Payment
504,LoanID_504,Product C,Male,Location 66,Region 3,15300,04/01/2017,1000,45,365,2460,3345,16600,Finished Payment
505,LoanID_505,Product A,Female,Location 4,Region 7,21950,31/12/2019,5000,55,365,5700,6675,23250,Finished Payment
506,LoanID_506,Product C,Male,Location 34,Region 6,15300,10/09/2016,1000,45,365,2340,3205,16600,Finished Payment
507,LoanID_507,Product B,Female,Location 53,Region 6,16300,23/08/2018,2200,45,365,6301,6126,17600,Finished Payment
508,LoanID_508,Product B,Male,Location 66,Region 6,16300,11/09/2018,2200,45,365,3380,4285,17600,Finished Payment
509,LoanID_509,Product A,Male,Location 79,Region 4,21950,28/02/2020,5000,55,365,5450,6975,23250,Finished Payment
510,LoanID_510,Product B,Male,Location 91,Region 4,16300,19/04/2019,2200,45,365,5301,6626,17600,Finished Payment
511,LoanID_511,Product B,Male,Location 160,Region 2,16300,20/12/2018,2200,45,365,12100,13125,17600,Finished Payment
512,LoanID_512,Product B,Male,Location 25,Region 4,16300,16/03/2019,2200,45,365,2961,4286,17600,Finished Payment
513,LoanID_513,Product C,Male,Location 34,Region 5,15300,27/04/2016,1000,45,365,2840,3535,16600,
514,LoanID_514,Product B,Female,Location 410,Region 3,16300,19/11/2018,2200,45,365,3301,4066,17600,Finished Payment
515,LoanID_515,Product A,Male,Location 62,Region 1,21950,12/05/2020,5000,55,365,7500,7825,23250,Finished Payment
516,LoanID_516,Product A,Male,Location 146,Region 6,21950,14/12/2019,5000,55,365,5800,7325,23250,Finished Payment
517,LoanID_517,Product B,Male,Location 91,Region 4,16300,15/04/2019,2200,45,365,3501,4006,17600,Finished Payment
518,LoanID_518,Product B,Male,Location 221,Region 1,16300,26/05/2018,2200,45,365,5301,5126,17600,Finished Payment
519,LoanID_519,Product D,Male,Location 95,Region 6,19950,22/10/2017,2200,55,365,3851,5176,21250,Finished Payment
520,LoanID_520,Product B,Male,Location 50,Region 2,16300,24/02/2018,2200,45,365,7655,7997,17600,Finished Payment
521,LoanID_521,Product C,Female,Location 60,Region 3,,02/03/2017,1000,45,365,2300,4525,16600,Finished Payment
522,LoanID_522,Product B,Male,Location 62,Region 3,16300,28/01/2019,2200,45,365,3201,4276,17600,Finished Payment
523,LoanID_523,Product C,Female,Location 10,Region 7,15300,27/11/2015,1000,45,365,2324,3996,15617,Finished Payment
524,LoanID_524,Product A,NotSpecified,Location 265,Region 3,21950,16/01/2020,5000,55,365,7350,11142,22267,Finished Payment
525,LoanID_525,Product B,Female,Location 9,Region 6,16300,07/05/2018,2200,45,365,4450,5942,16617,Finished Payment
526,LoanID_526,Product B,Male,Location 40,Region 4,16300,11/01/2019,2200,45,365,3251,4743,16617,Finished Payment
527,LoanID_527,Product C,NotSpecified,Location 62,Region 6,15300,05/07/2016,1000,45,365,2050,3542,15617,Finished Payment
528,LoanID_528,Product C,Female,Location 44,Region 8,15300,04/12/2016,1000,45,365,2400,3742,15617,Finished Payment
529,LoanID_529,Product B,Male,Location 111,Region 3,16300,07/03/2018,2200,45,365,4070,6562,16617,Finished Payment
530,LoanID_530,Product C,Male,Location 34,Region 6,15300,31/01/2017,1000,45,365,3730,4702,15617,Finished Payment
531,LoanID_531,Product A,Male,Location 23,Region 6,21950,16/08/2019,5000,55,365,5350,7142,22267,Finished Payment
532,LoanID_532,Product B,Male,Location 2,Region 6,16300,15/02/2018,2200,45,365,3030,6322,16617,Finished Payment
533,LoanID_533,Product D,Male,Location 569,Region 15,19950,19/09/2017,2200,55,365,3200,4742,20267,Finished Payment
534,LoanID_534,Product C,Female,Location 157,Region 5,15300,28/11/2016,1000,45,365,2050,3612,15617,Finished Payment
535,LoanID_535,Product E,NotSpecified,Location 84,Region 3,54325,20/03/2020,8000,120,365,14851,17367,54642,Finished Payment
536,LoanID_536,Product B,NotSpecified,Location 3,Region 3,16300,01/03/2019,2200,45,365,3231,4623,16617,Finished Payment
537,LoanID_537,Product A,Male,Location 648,Region 7,21950,09/08/2019,5000,55,365,5750,7642,22267,Finished Payment
538,LoanID_538,Product C,Male,Location 144,Region 9,15300,28/05/2016,1000,45,365,2050,3542,15617,Finished Payment
539,LoanID_539,Product D,NotSpecified,Location 30,Region 8,19950,09/08/2017,2200,55,365,4101,6393,20267,
540,LoanID_540,Product D,Male,Location 37,Region 3,19950,10/12/2017,2200,55,365,6250,8042,20267,Finished Payment
541,LoanID_541,Product C,Male,Location 50,Region 6,15300,13/01/2017,1000,45,365,2870,5162,15617,Finished Payment
542,LoanID_542,Product B,Male,Location 19,Region 4,16300,16/05/2019,2200,45,365,3251,4443,16617,Finished Payment
543,LoanID_543,Product B,Male,Location 10,Region 6,16300,11/12/2018,2200,45,365,3350,4842,16617,
544,LoanID_544,Product B,Female,Location 146,Region 3,16300,07/02/2018,2200,45,365,3251,4743,16617,Finished Payment
545,LoanID_545,Product A,Male,Location 2,Region 1,21950,28/05/2019,5000,55,365,5350,7292,22267,Finished Payment
546,LoanID_546,Product C,Male,Location 40,Region 1,15300,19/04/2017,1000,45,365,3250,3542,15617,Finished Payment
547,LoanID_547,Product A,NotSpecified,Location 34,Region 7,21950,27/06/2019,5000,55,365,6150,8142,22267,Finished Payment
548,LoanID_548,Product D,Female,Location 78,Region 2,19950,22/08/2017,2200,55,365,3600,5182,20267,Finished Payment
549,LoanID_549,Product C,NotSpecified,Location 53,Region 6,15300,30/12/2016,1000,45,365,2050,3492,15617,Finished Payment
550,LoanID_550,Product B,Male,Location 30,Region 2,16300,08/02/2019,2200,45,365,4331,5623,16617,Finished Payment
551,LoanID_551,Product A,NotSpecified,Location 89,Region 4,21950,06/08/2019,5000,55,365,6350,11642,22267,Finished Payment
552,LoanID_552,Product A,Male,Location 165,Region 6,21950,28/07/2019,5000,55,365,5950,7242,22267,Finished Payment
553,LoanID_553,Product D,Female,Location 22,Region 3,19950,15/08/2017,2200,55,365,5351,7343,20267,Finished Payment
554,LoanID_554,Product B,Male,Location 651,Region 7,16300,03/04/2019,2200,45,365,3551,5343,16617,Finished Payment
555,LoanID_555,Product D,Male,Location 20,Region 3,19950,07/06/2017,2200,55,365,4250,5542,20267,Finished Payment
556,LoanID_556,Product A,Male,Location 19,Region 3,21950,02/07/2019,5000,55,365,9250,9542,22267,Finished Payment
557,LoanID_557,Product D,Female,Location 13,Region 17,19950,18/10/2017,2200,55,365,4351,7143,20267,Finished Payment
558,LoanID_558,Product D,Male,Location 13,Region 2,19950,26/11/2017,2200,55,365,6101,7643,20267,Finished Payment
559,LoanID_559,Product B,NotSpecified,Location 266,Region 1,16300,06/01/2019,2200,45,365,5330,9902,16617,Finished Payment
560,LoanID_560,Product C,Female,Location 266,Region 1,15300,19/03/2017,1000,45,365,10510,10802,15617,Finished Payment
561,LoanID_561,Product B,Male,Location 39,Region 6,16300,25/01/2019,2200,45,365,6750,7742,16617,Finished Payment
562,LoanID_562,Product C,Male,Location 88,Region 6,15300,18/04/2017,1000,45,365,2250,3742,15617,Finished Payment
563,LoanID_563,Product B,Female,Location 77,Region 3,16300,16/10/2018,2200,45,365,3250,4742,16617,Finished Payment
564,LoanID_564,Product B,NotSpecified,Location 200,Region 3,16300,12/05/2018,2200,45,365,3351,4743,16617,Finished Payment
565,LoanID_565,Product D,Female,Location 34,Region 6,19950,25/05/2017,2200,55,365,3851,5443,20267,Finished Payment
566,LoanID_566,Product B,Female,Location 158,Region 6,16300,18/12/2018,2200,45,365,5051,6343,16617,Finished Payment
567,LoanID_567,Product A,Female,Location 20,Region 6,21950,05/06/2019,5000,55,365,5303,7095,22267,Finished Payment
568,LoanID_568,Product A,Female,Location 336,Region 14,21950,06/06/2020,5000,55,365,4950,6542,22267,Finished Payment
569,LoanID_569,Product E,Male,Location 72,Region 3,54325,29/10/2019,8000,120,365,16601,16893,54642,Finished Payment
570,LoanID_570,Product B,Male,Location 463,Region 3,16300,03/07/2018,2200,45,365,2971,4383,16617,Finished Payment
571,LoanID_571,Product D,Male,Location 253,Region 1,,15/11/2017,2200,55,365,6181,8603,20267,Finished Payment
572,LoanID_572,Product A,Male,Location 5,Region 1,21950,11/06/2019,5000,55,365,5600,6942,22267,Finished Payment
573,LoanID_573,Product D,Male,Location 431,Region 2,19950,21/04/2017,2200,55,365,4251,5443,20267,Finished Payment
574,LoanID_574,Product C,Male,Location 73,Region 6,15300,13/02/2017,1000,45,365,2350,3642,15617,Finished Payment
575,LoanID_575,Product C,Male,Location 64,Region 2,15300,05/03/2017,1000,45,365,4450,7452,15617,Finished Payment
576,LoanID_576,Product B,Male,Location 45,Region 1,16300,14/04/2018,2200,45,365,3250,4782,16617,Finished Payment
577,LoanID_577,Product D,Female,Location 113,Region 6,19950,08/09/2017,2200,55,365,3600,5392,20267,Finished Payment
578,LoanID_578,Product B,Male,Location 39,Region 6,16300,03/10/2018,2200,45,365,2971,4663,16617,Finished Payment
579,LoanID_579,Product C,Female,Location 515,Region 6,15300,06/09/2016,1000,45,365,2320,3473,15617,Finished Payment
580,LoanID_580,Product D,Male,Location 323,Region 6,19950,20/09/2017,2200,55,365,4100,7392,20267,Finished Payment
581,LoanID_581,Product C,Female,Location 22,Region 6,15300,26/08/2016,1000,45,365,3350,5142,15617,Finished Payment
582,LoanID_582,Product B,Female,Location 226,Region 6,16300,16/01/2019,2200,45,365,4451,5343,16617,Finished Payment
583,LoanID_583,Product A,Female,Location 26,Region 3,21950,19/02/2020,5000,55,365,5250,7192,22267,
584,LoanID_584,Product C,Male,Location 26,Region 1,15300,20/01/2017,1000,45,365,2350,4142,15617,Finished Payment
585,LoanID_585,Product A,NotSpecified,Location 22,Region 2,21950,04/08/2019,5000,55,365,6300,8492,22267,Finished Payment
586,LoanID_586,Product A,Male,Location 94,Region 6,21950,31/01/2020,5000,55,365,6100,7392,22267,Finished Payment
587,LoanID_587,Product A,Male,Location 69,Region 3,18950,23/11/2019,1000,55,365,1900,3292,19267,Finished Payment
588,LoanID_588,Product C,Female,Location 135,Region 6,15300,02/12/2016,1000,45,365,2390,3682,15617,Finished Payment
589,LoanID_589,Product C,Female,Location 233,Region 6,15300,15/03/2016,1000,45,365,2250,3842,15617,Finished Payment
590,LoanID_590,Product B,Male,Location 94,Region 6,16300,27/03/2019,2200,45,365,3191,4483,16617,Finished Payment
591,LoanID_591,Product A,Male,Location 253,Region 6,18950,05/08/2019,1000,55,365,1100,2392,19267,Finished Payment
592,LoanID_592,Product B,Male,Location 140,Region 2,16300,07/05/2018,2200,45,365,3011,4583,16617,Finished Payment
593,LoanID_593,Product B,Male,Location 39,Region 2,16300,21/04/2019,2200,45,365,4050,4542,16617,Finished Payment
594,LoanID_594,Product D,Male,Location 26,Region 6,19950,23/09/2017,2200,55,365,3600,5392,20267,Finished Payment
595,LoanID_595,Product A,Male,Location 515,Region 6,21950,18/10/2019,5000,55,365,5350,7142,22267,Finished Payment
596,LoanID_596,Product B,Male,Location 110,Region 1,16300,28/05/2018,2200,45,365,4451,4743,16617,Finished Payment
597,LoanID_597,Product A,Female,Location 127,Region 2,18950,10/12/2019,1000,55,365,750,2292,19267,Finished Payment
598,LoanID_598,Product C,Male,Location 73,Region 6,15300,30/11/2016,1000,45,365,2000,3552,15617,Finished Payment
599,LoanID_599,Product B,Male,Location 95,Region 3,16300,21/08/2018,2200,45,365,4451,7143,16617,Finished Payment
600,LoanID_600,Product A,Female,Location 202,Region 7,21950,17/12/2019,5000,55,365,5850,7642,22267,Finished Payment
601,LoanID_601,Product D,Male,Location 140,Region 1,19950,16/04/2017,2200,55,365,3451,5243,20267,Finished Payment
602,LoanID_602,Product D,Male,Location 634,Region 2,19950,23/12/2017,2200,55,365,8051,9943,20267,Finished Payment
603,LoanID_603,Product B,Female,Location 25,Region 2,16300,30/04/2019,2200,45,365,4330,5462,16617,Finished Payment
604,LoanID_604,Product A,Female,Location 6,Region 3,18950,13/01/2020,1000,55,365,600,2842,19267,Finished Payment
605,LoanID_605,Product D,Male,Location 25,Region 12,19950,14/12/2017,2200,55,365,6351,8143,20267,Finished Payment
606,LoanID_606,Product A,Male,Location 53,Region 2,20450,25/09/2019,3000,55,365,1800,3792,20767,Finished Payment
607,LoanID_607,Product C,Male,Location 69,Region 3,15300,08/02/2017,1000,45,365,12350,12642,15617,Finished Payment
608,LoanID_608,Product C,Male,Location 138,Region 3,15300,12/02/2017,1000,45,365,2170,3462,15617,Finished Payment
609,LoanID_609,Product B,Male,Location 86,Region 6,16300,01/02/2018,2200,45,365,3250,4742,16617,Finished Payment
610,LoanID_610,Product B,Female,Location 62,Region 3,16300,07/06/2018,2200,45,365,3171,4423,16617,Finished Payment
611,LoanID_611,Product D,Male,Location 67,Region 1,19950,30/03/2017,2200,55,365,3351,5143,20267,Finished Payment
612,LoanID_612,Product A,Male,Location 6,Region 1,21950,17/07/2019,5000,55,365,6300,7592,22267,Finished Payment
613,LoanID_613,Product D,Male,Location 95,Region 8,19950,21/09/2017,2200,55,365,3371,5013,20267,Finished Payment
614,LoanID_614,Product A,Male,Location 39,Region 14,18950,18/02/2020,1000,55,365,-900,392,19267,Finished Payment
615,LoanID_615,Product C,Male,Location 30,Region 6,15300,02/08/2016,1000,45,365,2010,3642,15617,Finished Payment
616,LoanID_616,Product B,Male,Location 30,Region 3,16300,20/05/2019,2200,45,365,3251,5993,16617,Finished Payment
617,LoanID_617,Product A,Male,Location 23,Region 3,21950,27/08/2019,5000,55,365,9900,12192,22267,Finished Payment
618,LoanID_618,Product B,Male,Location 21,Region 2,16300,04/01/2019,2200,45,365,2930,4442,16617,Finished Payment
619,LoanID_619,Product A,Female,Location 217,Region 2,18950,11/02/2020,1000,55,365,600,2392,19267,Finished Payment
620,LoanID_620,Product C,Female,Location 84,Region 7,15300,24/08/2016,1000,45,365,3250,3542,15617,Finished Payment
621,LoanID_621,Product A,Female,Location 443,Region 6,,07/06/2019,5000,55,365,10350,15642,22267,Finished Payment
622,LoanID_622,Product C,Female,Location 195,Region 1,15300,16/12/2016,1000,45,365,3750,4042,15617,Finished Payment
623,LoanID_623,Product B,Male,Location 86,Region 6,16300,17/03/2018,2200,45,365,3251,4743,16617,Finished Payment
624,LoanID_624,Product C,Male,Location 10,Region 6,15300,12/07/2016,1000,45,365,2350,3632,15617,Finished Payment
625,LoanID_625,Product B,Female,Location 113,Region 18,16300,21/03/2018,2200,45,365,3251,5043,16617,Finished Payment
626,LoanID_626,Product A,Male,Location 32,Region 3,21950,21/07/2019,5000,55,365,5300,7392,22267,Finished Payment
627,LoanID_627,Product A,Female,Location 9,Region 2,21950,05/06/2020,5000,55,365,5600,7392,22267,Finished Payment
628,LoanID_628,Product B,NotSpecified,Location 627,Region 2,16300,30/11/2018,2200,45,365,3450,4382,16617,Finished Payment
629,LoanID_629,Product C,Male,Location 19,Region 6,15300,27/12/2016,1000,45,365,2050,3542,15617,Finished Payment
630,LoanID_630,Product D,Male,Location 11,Region 3,19950,12/10/2017,2200,55,365,3600,5392,20267,Finished Payment
631,LoanID_631,Product B,NotSpecified,Location 113,Region 1,16300,14/03/2019,2200,45,365,3451,4723,16617,Finished Payment
632,LoanID_632,Product B,Male,Location 113,Region 2,16300,16/04/2019,2200,45,365,4471,4763,16617,Finished Payment
633,LoanID_633,Product B,Female,Location 123,Region 6,16300,13/06/2018,2200,45,365,4451,4743,16617,
634,LoanID_634,Product A,Male,Location 70,Region 6,21950,20/07/2019,5000,55,365,5350,7142,22267,Finished Payment
635,LoanID_635,Product B,Male,Location 158,Region 3,16300,16/04/2019,2200,45,365,3331,5503,16617,Finished Payment
636,LoanID_636,Product A,Male,Location 8,Region 2,18950,30/04/2020,1000,55,365,-2100,-208,19267,Finished Payment
637,LoanID_637,Product B,Male,Location 23,Region 6,16300,13/04/2018,2200,45,365,3250,5542,16617,Finished Payment
638,LoanID_638,Product B,Male,Location 1,Region 7,16300,23/03/2018,2200,45,365,3210,4702,16617,Finished Payment
639,LoanID_639,Product C,Female,Location 528,Region 2,15300,05/10/2016,1000,45,365,1790,13582,15617,Finished Payment
640,LoanID_640,Product C,Female,Location 44,Region 6,15300,27/09/2016,1000,45,365,2050,3942,15617,Finished Payment
641,LoanID_641,Product B,Male,Location 357,Region 2,16300,09/01/2019,2200,45,365,3311,4403,16617,Finished Payment
642,LoanID_642,Product B,NotSpecified,Location 187,Region 4,16300,30/01/2019,2200,45,365,4811,5103,16617,Finished Payment
643,LoanID_643,Product D,Female,Location 17,Region 1,19950,22/04/2017,2200,55,365,3450,5742,20267,Finished Payment
644,LoanID_644,Product D,Male,Location 22,Region 6,19950,15/08/2017,2200,55,365,8601,8893,20267,Finished Payment
645,LoanID_645,Product D,Female,Location 46,Region 4,19950,24/08/2017,2200,55,365,3350,6642,20267,Finished Payment
646,LoanID_646,Product B,Female,Location 350,Region 6,16300,29/04/2018,2200,45,365,4751,6543,16617,Finished Payment
647,LoanID_647,Product D,Male,Location 45,Region 1,19950,03/05/2017,2200,55,365,4251,5743,20267,Finished Payment
648,LoanID_648,Product B,Male,Location 111,Region 15,16300,26/02/2018,2200,45,365,3051,4583,16617,Finished Payment
649,LoanID_649,Product D,Male,Location 27,Region 7,19950,20/06/2017,2200,55,365,3350,5242,20267,Finished Payment
650,LoanID_650,Product B,Female,Location 59,Region 2,16300,28/06/2018,2200,45,365,3251,5343,16617,Finished Payment
651,LoanID_651,Product B,Female,Location 2,Region 3,16300,30/03/2019,2200,45,365,3051,4463,16617,Finished Payment
652,LoanID_652,Product C,Female,Location 9,Region 2,15300,14/03/2017,1000,45,365,2050,3472,15617,Finished Payment
653,LoanID_653,Product B,Female,Location 22,Region 6,16300,19/01/2019,2200,45,365,3150,4422,16617,Finished Payment
654,LoanID_654,Product D,Male,Location 6,Region 2,19950,07/12/2017,2200,55,365,8351,8643,20267,Finished Payment
655,LoanID_655,Product B,Male,Location 59,Region 2,16300,24/11/2018,2200,45,365,3130,4662,16617,Finished Payment
656,LoanID_656,Product B,Male,Location 44,Region 3,16300,15/02/2019,2200,45,365,3251,7543,16617,Finished Payment
657,LoanID_657,Product A,Male,Location 91,Region 1,21950,26/07/2019,5000,55,365,7100,8892,22267,Finished Payment
658,LoanID_658,Product D,Female,Location 11,Region 1,19950,11/04/2017,2200,55,365,3351,5143,20267,Finished Payment
659,LoanID_659,Product B,Male,Location 188,Region 4,16300,07/04/2018,2200,45,365,3510,6902,16617,Finished Payment
660,LoanID_660,Product B,Male,Location 58,Region 2,17300,27/03/2019,2200,45,365,2951,4438,16617,Finished Payment
661,LoanID_661,Product B,Male,Location 315,Region 1,17300,02/06/2018,2200,45,365,3851,6543,16617,Finished Payment
662,LoanID_662,Product D,Male,Location 70,Region 3,20950,29/08/2017,2200,55,365,3200,5092,20267,Finished Payment
663,LoanID_663,Product B,NotSpecified,Location 112,Region 1,17300,28/08/2018,2200,45,365,4330,4622,16617,Finished Payment
664,LoanID_664,Product C,Female,Location 302,Region 6,16300,08/11/2016,1000,45,365,2520,4492,15617,Finished Payment
665,LoanID_665,Product A,Female,Location 25,Region 6,22950,20/08/2019,5000,55,365,9150,11642,22267,Finished Payment
666,LoanID_666,Product C,Male,Location 61,Region 16,16300,23/07/2016,1000,45,365,2350,3722,15617,Finished Payment
667,LoanID_667,Product C,Male,Location 49,Region 6,16300,30/12/2016,1000,45,365,3280,3572,15617,Finished Payment
668,LoanID_668,Product A,Male,Location 194,Region 1,22950,24/11/2019,5000,55,365,6050,6892,22267,Finished Payment
669,LoanID_669,Product B,Male,Location 9,Region 6,17300,10/05/2018,2200,45,365,4451,4743,16617,Finished Payment
670,LoanID_670,Product C,Male,Location 97,Region 3,16300,17/12/2016,1000,45,365,2050,3502,15617,Finished Payment
671,LoanID_671,Product B,Female,Location 23,Region 1,17300,22/04/2018,2200,45,365,4451,5243,16617,Finished Payment
672,LoanID_672,Product B,Male,Location 332,Region 6,17300,08/08/2018,2200,45,365,3331,4823,16617,Finished Payment
673,LoanID_673,Product B,NotSpecified,Location 579,Region 3,17300,22/12/2018,2200,45,365,3471,4943,16617,
674,LoanID_674,Product B,NotSpecified,Location 192,Region 3,17300,18/03/2019,2200,45,365,2851,3583,16617,Finished Payment
675,LoanID_675,Product B,Female,Location 38,Region 6,17300,19/03/2019,2200,45,365,3250,5342,16617,Finished Payment
676,LoanID_676,Product D,Male,Location 47,Region 5,20950,01/06/2017,2200,55,365,3851,5143,20267,Finished Payment
677,LoanID_677,Product C,Female,Location 149,Region 2,16300,05/09/2016,1000,45,365,2050,4742,15617,Finished Payment
678,LoanID_678,Product B,Male,Location 208,Region 6,17300,09/09/2018,2200,45,365,4251,5743,16617,Finished Payment
679,LoanID_679,Product B,Male,Location 179,Region 6,17300,22/11/2018,2200,45,365,7801,8093,16617,Finished Payment
680,LoanID_680,Product C,Female,Location 199,Region 8,16300,25/05/2016,1000,45,365,2050,3577,15617,Finished Payment
681,LoanID_681,Product A,Male,Location 53,Region 7,,27/04/2020,5000,55,365,5200,6992,22267,Finished Payment
682,LoanID_682,Product A,Male,Location 25,Region 4,19950,10/08/2019,1000,55,365,650,1592,19267,Finished Payment
683,LoanID_683,Product A,NotSpecified,Location 2,Region 6,22950,09/11/2019,5000,55,365,9850,10142,22267,Finished Payment
684,LoanID_684,Product B,NotSpecified,Location 201,Region 12,17300,17/06/2018,2200,45,365,9051,9343,16617,Finished Payment
685,LoanID_685,Product B,Male,Location 174,Region 6,17300,16/08/2018,2200,45,365,3251,5013,16617,Finished Payment
686,LoanID_686,Product B,NotSpecified,Location 52,Region 7,17300,04/12/2018,2200,45,365,4451,4743,16617,Finished Payment
687,LoanID_687,Product A,Male,Location 87,Region 3,22950,23/08/2019,5000,55,365,5350,7642,22267,Finished Payment
688,LoanID_688,Product A,Male,Location 87,Region 6,22950,30/08/2019,5000,55,365,6350,7642,22267,Finished Payment
689,LoanID_689,Product C,Male,Location 38,Region 6,16300,13/01/2017,1000,45,365,2050,3912,15617,Finished Payment
690,LoanID_690,Product B,NotSpecified,Location 30,Region 2,17300,27/10/2018,2200,45,365,2970,4456,16617,Finished Payment
691,LoanID_691,Product C,Male,Location 62,Region 7,16300,16/12/2016,1000,45,365,2050,3462,15617,Finished Payment
692,LoanID_692,Product C,Male,Location 46,Region 4,16300,28/10/2016,1000,45,365,2730,4022,15617,Finished Payment
693,LoanID_693,Product A,Male,Location 474,Region 3,22950,19/07/2019,5000,55,365,8810,13092,22267,Finished Payment
694,LoanID_694,Product B,Male,Location 192,Region 3,17300,04/08/2018,2200,45,365,3291,4743,16617,Finished Payment
695,LoanID_695,Product B,Female,Location 25,Region 4,17300,18/03/2018,2200,45,365,3250,4742,16617,Finished Payment
696,LoanID_696,Product B,Male,Location 30,Region 5,17300,23/03/2018,2200,45,365,3291,4803,16617,Finished Payment
697,LoanID_697,Product C,Male,Location 184,Region 6,16300,30/09/2016,1000,45,365,2050,3842,15617,Finished Payment
698,LoanID_698,Product B,NotSpecified,Location 61,Region 7,17300,28/04/2018,2200,45,365,3250,4742,16617,Finished Payment
699,LoanID_699,Product C,Female,Location 47,Region 3,16300,29/12/2016,1000,45,365,1930,3982,15617,Finished Payment
700,LoanID_700,Product D,Female,Location 21,Region 3,20950,31/03/2017,2200,55,365,4850,6142,20267,Finished Payment
701,LoanID_701,Product B,Male,Location 13,Region 2,17300,17/06/2018,2200,45,365,2970,4392,16617,Finished Payment
702,LoanID_702,Product C,Male,Location 3,Region 1,16300,11/03/2017,1000,45,365,1850,3482,15617,Finished Payment
703,LoanID_703,Product B,Male,Location 70,Region 2,17300,10/02/2019,2200,45,365,3251,5143,16617,Finished Payment
704,LoanID_704,Product A,Male,Location 350,Region 2,22950,10/08/2019,5000,55,365,6800,7492,22267,Finished Payment
705,LoanID_705,Product D,NotSpecified,Location 61,Region 6,20950,10/06/2017,2200,55,365,5851,8143,20267,Finished Payment
706,LoanID_706,Product B,Male,Location 25,Region 3,17300,14/12/2018,2200,45,365,3251,5973,16617,Finished Payment
707,LoanID_707,Product B,Female,Location 19,Region 4,17300,24/04/2019,2200,45,365,2731,3543,16617,Finished Payment
708,LoanID_708,Product B,Male,Location 350,Region 6,17300,07/09/2018,2200,45,365,3251,4743,16617,Finished Payment
709,LoanID_709,Product C,Male,Location 58,Region 2,16300,22/12/2016,1000,45,365,2530,3822,15617,Finished Payment
710,LoanID_710,Product D,Male,Location 3,Region 2,20950,12/07/2017,2200,55,365,3451,4993,20267,Finished Payment
711,LoanID_711,Product D,Female,Location 63,Region 10,20950,26/10/2017,2200,55,365,4151,5343,20267,Finished Payment
712,LoanID_712,Product B,Male,Location 39,Region 5,17300,25/05/2018,2200,45,365,3891,5433,16617,Finished Payment
713,LoanID_713,Product A,Female,Location 512,Region 4,22950,21/02/2020,5000,55,365,5600,7592,22267,Finished Payment
714,LoanID_714,Product A,Female,Location 336,Region 6,22950,15/01/2020,5000,55,365,10350,10642,22267,Finished Payment
715,LoanID_715,Product C,Male,Location 403,Region 6,16300,06/05/2017,1000,45,365,7590,7882,15617,Finished Payment
716,LoanID_716,Product C,Male,Location 421,Region 5,16300,04/06/2016,1000,45,365,2330,3822,15617,Finished Payment
717,LoanID_717,Product D,Male,Location 10,Region 6,20950,21/09/2017,2200,55,365,3601,5268,20267,Finished Payment
718,LoanID_718,Product B,Male,Location 30,Region 6,17300,30/03/2019,2200,45,365,3531,5023,16617,Finished Payment
719,LoanID_719,Product A,Male,Location 259,Region 7,22950,11/08/2019,5000,55,365,17500,18392,22267,Finished Payment
720,LoanID_720,Product A,Male,Location 350,Region 3,22950,05/10/2019,5000,55,365,5550,7142,22267,Finished Payment
721,LoanID_721,Product E,Female,Location 436,Region 3,55325,27/02/2020,8000,120,365,12851,16418,54642,Finished Payment
722,LoanID_722,Product A,Female,Location 53,Region 6,22950,19/05/2019,5000,55,365,9350,18392,22267,Finished Payment
723,LoanID_723,Product A,Male,Location 2,Region 7,21450,11/09/2019,3000,55,365,6600,6892,20767,Finished Payment
724,LoanID_724,Product B,Male,Location 227,Region 4,17300,14/03/2018,2200,45,365,3141,4423,16617,Finished Payment
725,LoanID_725,Product C,Female,Location 91,Region 6,16300,19/03/2016,1000,45,365,2370,3662,15617,Finished Payment
726,LoanID_726,Product C,Male,Location 17,Region 5,16300,05/06/2016,1000,45,365,2250,3742,15617,Finished Payment
727,LoanID_727,Product B,Male,Location 86,Region 6,17300,03/11/2018,2200,45,365,2931,4423,16617,Finished Payment
728,LoanID_728,Product B,Male,Location 84,Region 3,17300,10/06/2018,2200,45,365,3250,4742,16617,Finished Payment
729,LoanID_729,Product B,Male,Location 17,Region 3,17300,02/04/2019,2200,45,365,3050,4462,16617,Finished Payment
730,LoanID_730,Product B,Male,Location 88,Region 6,17300,30/05/2018,2200,45,365,3251,4743,16617,Finished Payment
731,LoanID_731,Product D,Male,Location 210,Region 2,,03/05/2017,2200,55,365,3701,5493,20267,Finished Payment
732,LoanID_732,Product B,Male,Location 13,Region 6,17300,24/03/2019,2200,45,365,3250,4742,16617,Finished Payment
733,LoanID_733,Product D,Female,Location 8,Region 5,20950,18/05/2017,2200,55,365,3701,5943,20267,Finished Payment
734,LoanID_734,Product B,Male,Location 73,Region 1,17300,23/04/2019,2200,45,365,3050,4762,16617,Finished Payment
735,LoanID_735,Product C,Female,Location 70,Region 6,16300,12/01/2017,1000,45,365,2050,3542,15617,Finished Payment
736,LoanID_736,Product B,Female,Location 57,Region 6,17300,27/01/2018,2200,45,365,3150,4342,16617,Finished Payment
737,LoanID_737,Product D,Male,Location 468,Region 4,20950,15/12/2017,2200,55,365,6300,7692,20267,Finished Payment
